title,theme,status,workDate,endWorkDate,pubDate,mediumURL,liPubDate,linkedinURL,canonicalSite,blogURL,blogPath,cartoon,chatDate,draftPath,notes,altText,caption
Fat Markers and Object Models,insight,published,2025-11-27,2025-11-27,2026-01-17,https://medium.com/building-piper-morgan/fat-markers-and-object-models-9750471f82df,,https://www.linkedin.com/pulse/fat-markers-object-models-christian-crumlish-qzunc/,,https://pipermorgan.ai/blog/fat-markers-and-object-models,/blog/fat-markers-and-object-models,robot-markers,2025-11-19,,,,
The Wizard's Journal,insight,published,2025-11-27,2025-11-27,2026-01-18,https://medium.com/building-piper-morgan/the-wizards-journal-f6ebfd55d0ea,2026-01-18,https://www.linkedin.com/pulse/wizards-journal-christian-crumlish-jlpnc/,,https://pipermorgan.ai/blog/the-wizards-journal,/blog/the-wizards-journal,robot-wizard,2025-11-19,,,,
The August Stubs,building,published,2026-01-09,2026-01-11,2026-01-19,https://medium.com/building-piper-morgan/the-august-stubs-ff4f404639e8,,,,https://pipermorgan.ai/blog/the-august-stubs,/blog/the-august-stubs,robot-stubs,2026-01-02,,,,
The Domain Model Disconnect,building,published,2026-01-12,2026-01-12,2026-01-21,https://medium.com/building-piper-morgan/the-domain-model-disconnect-cb49b58467a5,,,,https://pipermorgan.ai/blog/the-domain-model-disconnect,/blog/the-domain-model-disconnect,robot-unfinished,2026-01-15,,,,
The Audit Cascade,building,published,2026-01-13,2026-01-13,2026-01-23,https://medium.com/building-piper-morgan/the-audit-cascade-1f2fae18d396,,,,https://pipermorgan.ai/blog/the-audit-cascade,/blog/the-audit-cascade,robot-assembly,2026-01-15,,,,
Settings = Abdication,insight,published,2025-11-16,2025-11-16,2026-01-24,https://medium.com/building-piper-morgan/settings-abdication-2536c923a72c,2026-01-24,https://www.linkedin.com/pulse/settings-abdication-christian-crumlish-jlgac/,,https://pipermorgan.ai/blog/settings-abdication,/blog/settings-abdication,robot-yoga,2025-11-19,,,,
8 Decisions in 44 Minutes,insight,published,2025-11-17,2025-11-17,2026-01-25,https://medium.com/building-piper-morgan/8-decisions-in-44-minutes-2f9dc68af576,2026-01-25,https://www.linkedin.com/pulse/8-decisions-44-minutes-christian-crumlish-mwdmc,,https://pipermorgan.ai/blog/8-decisions-in-44-minutes,/blog/8-decisions-in-44-minutes,robot-gameshow,2025-11-19,,,,
The October Ghost,building,published,2026-01-17,2026-01-17,2026-01-26,https://medium.com/building-piper-morgan/the-october-ghost-8b2cacb686f7,,,,https://pipermorgan.ai/blog/the-october-ghost,/blog/the-october-ghost,robot-ghost,2026-01-15,,,,
The Planning Caucus,building,published,2026-01-19,2026-01-19,2026-01-27,https://medium.com/building-piper-morgan/the-planning-caucus-3a30fdc2ab51,,,,https://pipermorgan.ai/blog/the-planning-caucus,/blog/the-planning-caucus,robot-caucus,2026-01-15,,,,
The CLAUDE.md paradox,building,published,2026-01-22,2026-01-23,2026-01-30,https://medium.com/building-piper-morgan/the-claude-md-paradox-27072f2228e8,,,,https://pipermorgan.ai/blog/the-claudemd-paradox,/blog/the-claudemd-paradox,robot-alarm,2026-01-15,,,,
The Completion Discipline,insight,published,2025-11-13,2025-11-13,2026-01-31,https://medium.com/building-piper-morgan/the-completion-discipline-102d9414d33a,,https://www.linkedin.com/pulse/completion-discipline-christian-crumlish-scxic/,,https://pipermorgan.ai/blog/the-completion-discipline,/blog/the-completion-discipline,robot-finish,2025-11-19,,,,
75% Complete,insight,published,2025-12-04,2025-12-04,2026-02-01,https://medium.com/building-piper-morgan/75-complete-bfced5dfa18b,,https://www.linkedin.com/pulse/75-complete-christian-crumlish-62ekc/,,https://pipermorgan.ai/blog/75-complete,/blog/75-complete,robot-75,2025-11-19,,,,
The MVP Rubric,building,published,2026-01-26,2026-01-26,2026-02-02,https://medium.com/building-piper-morgan/the-mvp-rubric-3432bdf60783,,,,https://pipermorgan.ai/blog/the-mvp-rubric,/blog/the-mvp-rubric,robot-undoor,2026-01-15,,,,
The Cathedral Release,building,published,2026-01-25,2026-01-27,2026-02-05,https://medium.com/building-piper-morgan/the-cathedral-release-3178cc624b2c,,,,https://pipermorgan.ai/blog/the-cathedral-release,/blog/the-cathedral-release,robot-cutaway,2026-01-15,,,,
When the Vision Gets Flattened,insight,published,2025-11-25,2025-11-25,2026-02-07,https://medium.com/building-piper-morgan/when-vision-gets-flattened-0534a41dc6ce,,https://www.linkedin.com/pulse/when-vision-gets-flattened-christian-crumlish-9ynhc/,distributed,https://pipermorgan.ai/blog/when-vision-gets-flattened,/blog/when-vision-gets-flattened,robot-flat,2025-11-19,,,,
Entities Experience Moments in Places,insight,published,2026-01-19,2026-01-19,2026-02-08,https://medium.com/building-piper-morgan/entities-experience-moments-in-places-24c2291bfbb6,,https://www.linkedin.com/pulse/entities-experience-moments-places-christian-crumlish-pwpzc/,,https://pipermorgan.ai/blog/entities-experience-moments-in-places,/blog/entities-experience-moments-in-places,robot-world,2026-01-15,,,,
The Calendar That Wasn't Mine,building,published,2026-01-28,2026-01-28,2026-02-10,https://medium.com/building-piper-morgan/the-calendar-that-wasnt-mine-4a680a0aec38,,,,https://pipermorgan.ai/blog/the-calendar-that-wasnt-mine,/blog/the-calendar-that-wasnt-mine,robot-tenant,2026-01-15,,,,
The Drift We Didn't See,building,published,2026-01-30,2026-02-03,2026-02-12,https://medium.com/building-piper-morgan/the-drift-we-didnt-see-6cc6f11623cf,,,,https://pipermorgan.ai/blog/the-drift-we-didnt-see,/blog/the-drift-we-didnt-see,robot-clock,2026-01-15,,,,
Investigation as Investment,insight,published,2025-11-23,2025-11-25,2026-02-14,https://medium.com/building-piper-morgan/investigation-as-investment-saving-time-in-advance-d416bebffbf6,,https://www.linkedin.com/pulse/investigation-investment-saving-time-advance-christian-crumlish-h1jjc/,,https://pipermorgan.ai/blog/investigation-as-investment,/blog/investigation-as-investment,robot-xray,2025-11-19,,,,
"Analysis as Acceleration, Not Delay",insight,published,2025-12-08,2025-12-08,2026-02-15,https://medium.com/building-piper-morgan/analysis-as-acceleration-not-delay-f86a6e7fc648,,https://www.linkedin.com/pulse/analysis-acceleration-delay-christian-crumlish-ghhfc/,,https://pipermorgan.ai/blog/analysis-as-acceleration-not-delay,/blog/analysis-as-acceleration-not-delay,robot-maze,2025-11-19,,,,
Sweeping for Signal,building,published,2026-02-03,2026-02-04,2026-02-17,https://medium.com/building-piper-morgan/sweeping-for-signal-8678a6046470,,,,https://pipermorgan.ai/blog/sweeping-for-signal,/blog/sweeping-for-signal,robot-brooms,2026-01-15,,,,
The Thread and the Weave,building,published,2026-02-05,2026-02-09,2026-02-19,https://medium.com/building-piper-morgan/the-thread-and-the-weave-cd427792496f,,,,https://pipermorgan.ai/blog/the-thread-and-the-weave,/blog/the-thread-and-the-weave,robot-weave,2026-01-15,,,,
The Forcing Function,insight,published,2026-01-30,2026-01-30,2026-02-21,https://medium.com/building-piper-morgan/the-forcing-function-c2396c74cb6d,,https://www.linkedin.com/pulse/forcing-function-christian-crumlish-p1hxc/,,https://pipermorgan.ai/blog/the-forcing-function,/blog/the-forcing-function,robot-jig,2026-01-15,,,,
Upstream Coordination Beats Conflict Resolutioon,insight,published,2025-11-29,2025-11-29,2026-02-22,https://medium.com/building-piper-morgan/upstream-coordination-not-conflict-resolution-5b7215d535cf,,https://www.linkedin.com/pulse/upstream-coordination-conflict-resolution-christian-crumlish-xlslc/,,https://pipermorgan.ai/blog/upstream-coordination-not-conflict-resolution,/blog/upstream-coordination-not-conflict-resolution,robot-upstream,2025-11-19,,,,
The Cathedral in Winter,building,published,2026-02-10,2026-02-13,2026-02-24,https://medium.com/building-piper-morgan/the-cathedral-in-winter-430f3607795d,,,,https://pipermorgan.ai/blog/the-cathedral-in-winter,/blog/the-cathedral-in-winter,robot-flu,2026-01-15,,,,
The Paradox of Detail,insight,published,2026-01-26,2026-01-26,2026-02-28,https://medium.com/building-piper-morgan/the-paradox-of-detail-6a7959e826f7,,https://www.linkedin.com/pulse/paradox-detail-christian-crumlish-nzeac/,,https://pipermorgan.ai/blog/the-paradox-of-detail,/blog/the-paradox-of-detail,robot-sticky,2026-01-15,,,,
Priority Is Not Pace,insight,published,2025-12-04,2025-12-04,2026-03-01,https://medium.com/building-piper-morgan/priority-is-not-pace-405c1678c9af,,https://www.linkedin.com/pulse/priority-pace-christian-crumlish-cgmec/,,https://pipermorgan.ai/blog/priority-is-not-pace,/blog/priority-is-not-pace,robot-pace,2025-11-19,,,,
The Assembly Assumption,building,published,2026-02-14,2026-02-20,2026-03-03,https://medium.com/building-piper-morgan/the-assembly-assumption-70db03f45991,,,,https://pipermorgan.ai/blog/the-assembly-assumption,/blog/the-assembly-assumption,robot-assembly,2026-01-15,,,,
The Stranger Test,building,published,2026-02-21,2026-02-24,2026-03-05,https://medium.com/building-piper-morgan/the-stranger-test-e39247492342,,,,https://pipermorgan.ai/blog/the-stranger-test,/blog/the-stranger-test,robot-crooked,2026-01-15,,,,
8 Hours vs 3 Weeks,insight,published,2025-11-22,2025-11-22,2026-03-07,https://medium.com/building-piper-morgan/8-hours-vs-3-weeks-when-preparation-becomes-speed-a7a50c14ae0f,,https://www.linkedin.com/pulse/grammar-decision-tool-christian-crumlish-lqxfc/?trackingId=y%2BM63DoeTGe5wHEnPD5bmg%3D%3D,,https://pipermorgan.ai/blog/8-hours-vs-3-weeks,/blog/8-hours-vs-3-weeks,robot-dominos,2025-11-19,,,,
Grammar as Decision Tool,insight,published,2026-01-27,2026-01-27,2026-03-08,https://medium.com/building-piper-morgan/grammar-as-decision-tool-845966d4f412,,https://www.linkedin.com/pulse/grammar-decision-tool-christian-crumlish-lqxfc/,,https://pipermorgan.ai/blog/grammar-as-decision-tool,/blog/grammar-as-decision-tool,ai-pipes,2026-01-15,,,,
When the Tokens Vanished (aka the tokens that vanished),building,published,2026-02-25,2026-02-25,2026-03-11,https://medium.com/building-piper-morgan/when-the-tokens-vanished-3a6aad13371c,,,,https://pipermorgan.ai/blog/when-the-tokens-vanished,/blog/when-the-tokens-vanished,ai-pipes,,,,,
Architectural Astronauting,insight,published,2025-11-22,2025-11-22,2026-03-14,https://medium.com/building-piper-morgan/architectural-astronauting-829225e64e3f,,https://www.linkedin.com/pulse/architectural-astronauting-christian-crumlish-isijc/,,https://pipermorgan.ai/blog/architectural-astronauting,/blog/architectural-astronauting,ai-astronaut,2025-11-19,,,,
"15 Sessions, Fast Recovery",insight,drafted,2025-11-19,2025-11-20,,,,,,,,,2025-11-19,docs/public/comms/drafts/15-sessions-fast-recovery-draft.md,,,
Project Biorhythms,insight,published,2025-11-22,2025-11-22,2026-05-23,https://medium.com/building-piper-morgan/project-biorhythms-38fff5c125ae,2026-05-23,https://www.linkedin.com/pulse/project-biorhythms-christian-crumlish-ck9ic/,distributed,https://pipermorgan.ai/blog/project-biorhythms/,/blog/project-biorhythms,ai-rhythms,2025-11-19,,,"A giant sleeping creature forms the landscape while tiny explorers investigate one side, builders rapidly construct on the other, and bridge-makers connect the middle, as one frantic manager tries to force a straight productivity line across the creature’s natural breathing rhythm.",Just ignore the guy with the ruler.
The Inchworm Position,insight,published,2025-11-23,2025-11-22,2026-05-11,https://medium.com/building-piper-morgan/the-inchworm-position-ba83c3cf5031,2026-05-11,https://www.linkedin.com/pulse/inchworm-position-christian-crumlish-n7iwc/,distributed,https://pipermorgan.ai/blog/the-inchworm-position,/blog/the-inchworm-position,ai-inchworm,2025-11-19,,,An inchworm traverses a branching numbered tree while a human and glowing AI-being observe its precise progress through the hierarchy.,How does that song go?
Relationship-first Ethics,insight,published,2025-11-30,2025-11-30,2026-06-29,https://medium.com/building-piper-morgan/relationship-first-ethics-e9fb95052666,2026-06-29,https://www.linkedin.com/pulse/relationship-first-ethics-christian-crumlish-kmetc/?trackingId=urDMmUX6S3u%2BfM%2BVRqL0Yw%3D%3D,distributed,https://pipermorgan.ai/blog/relationship-first-ethics/,/blog/relationship-first-ethics,,2025-11-19,docs/public/comms/drafts/published/relationship-first-ethics.md,,"A human and a friendly AI companion dance stiffly under the scrutiny of a committee of tiny rule-enforcing AI helpers, while nearby the same pair dances gracefully together after the judges step away, illustrating how trust and shared history create fluency beyond rules.","""Getting to know you..."""
The Triad Model,insight,published,2025-12-02,2025-12-02,2026-06-27,https://medium.com/building-piper-morgan/the-triad-model-b6c96c96ae3c,2026-06-27,https://www.linkedin.com/pulse/triad-model-christian-crumlish-rqgac/,distributed,https://pipermorgan.ai/blog/the-triad-model,/blog/the-triad-model,,2025-11-19,docs/public/comms/drafts/the-triad-model-draft.md,,,
Be Prepared (Preparatory Work as Valuable Work),insight,published,2025-12-09,2025-12-09,2026-06-06,https://medium.com/building-piper-morgan/be-prepared-bf15a8e4baf1,2026-06-06,https://www.linkedin.com/pulse/prepared-christian-crumlish-4h41c/,distributed,https://pipermorgan.ai/blog/be-prepared,/blog/be-prepared,,2025-11-19,docs/public/comms/drafts/published/be-prepared.md,,,
Five Whys for Design Decisions,insight,published,2025-12-20,2025-12-20,2026-05-24,https://medium.com/building-piper-morgan/five-whys-for-design-decisions-7ff830c92763,2026-05-24,https://www.linkedin.com/pulse/five-whys-design-decisions-christian-crumlish-ruyhc,distributed,https://pipermorgan.ai/blog/five-whys-for-design-decisions/,/blog/five-whys-for-design-decisions,ai-layers,2025-01-15,docs/public/comms/drafts/published/draft-five-whys-for-design-v1.md,Sunday pair with Project Biorhythms (Sat May 23) — weekend theme: recognizing underlying state vs surface symptom. Both pieces broadly applicable beyond AI. Five Whys draft needs PM voice-pass + 2 PM placeholders at lines 148+150.,"Cross-section cartoon of investigators excavating beneath a small user-interface problem, uncovering deeper layers of assumptions until they reveal a massive buried foundation labeled “command-oriented design.”",We have to get to the bottom of this!
Archaeological Debugging: Finding What You've Already Built,insight,published,2025-12-22,2025-12-22,2026-04-12,https://medium.com/building-piper-morgan/archaeological-debugging-finding-what-youve-already-built-1639b5a172b7,2026-04-12,https://www.linkedin.com/pulse/archaeological-debugging-finding-what-youve-already-built-crumlish-hvspc/,distributed,https://pipermorgan.ai/blog/archaeological-debugging,/blog/archaeological-debugging,ai-scarab,12/22/2025,docs/public/comms/drafts/published/archaeological-debugging.md,,Developer and AI agents excavate a giant scarab labeled with existing features uncovering fully built code buried under layers of old issues and TODOs.,The legends were true!
The Multi-Wave Investigation,insight,published,2025-12-25,2025-12-25,2026-04-25,https://medium.com/building-piper-morgan/the-multi-wave-investigation-6a808402effa,2026-04-25,https://www.linkedin.com/pulse/multi-wave-investigation-christian-crumlish-imanc/,distributed,https://pipermorgan.ai/blog/the-multi-wave-investigation,/blog/the-multi-wave-investigation,,2025-01-02,docs/public/comms/drafts/published/multi-wave-investigation.md,,"Hand-drawn scene of a person directing waves of searchlights across a landscape, revealing systems, categories, and obstacles, with a central map summarizing findings.","""Fan out!"""
Thirteen Mailboxes,insight,published,2026-01-13,2026-01-13,2026-04-18,https://medium.com/building-piper-morgan/thirteen-mailboxes-a3b28ba46f14,2026-04-18,https://www.linkedin.com/pulse/thirteen-mailboxes-christian-crumlish-dcgrc/,distributed,https://pipermorgan.ai/blog/thirteen-mailboxes,/blog/thirteen-mailboxes,ai-mailboxes,2026-01-15,docs/public/comms/drafts/published/thirteen-mailboxes.md,,"A human postal worker moves a letter from one mailbox to another in a wall of many adjacent mailboxes, most marked with abstract AI-like symbols, suggesting manual message routing between neighboring agents.","""You've got mail!"""
Accepting Architectural Limits: When 67% Is Complete,insight,published,2025-11-03,2025-11-03,2026-03-15,https://medium.com/building-piper-morgan/accepting-architectural-limits-when-67-is-complete-4fca723f4f49,2026-03-15,https://www.linkedin.com/pulse/accepting-architectural-limits-when-67-complete-christian-crumlish-j1ulc/,,https://pipermorgan.ai/blog/accepting-architectural-limits,/blog/accepting-architectural-limits,,2025-10-04,,claude draft: https://claude.ai/api/organizations/bc283a77-4dea-478c-b794-f1501b65fb97/conversations/99e931ee-420c-4d90-9651-ee98fde7545f/wiggle/download-file?path=%2Fmnt%2Fuser-data%2Foutputs%2Fmethodology-architectural-limits-DRAFT.md,,
Breaking Without Breaking Momentum,insight,published,2025-12-11,2025-12-15,2026-03-21,https://medium.com/building-piper-morgan/breaking-without-breaking-momentum-d0321e5ac33a,2026-03-21,https://www.linkedin.com/pulse/breaking-without-momentum-christian-crumlish-cgfgc/,distributed,https://pipermorgan.ai/blog/breaking-without-breaking-momentum,/blog/breaking-without-breaking-momentum,,2025-11-19,,,,
Discovery is the Bottleneck,insight,published,2025-12-28,2025-12-28,2026-03-29,https://medium.com/building-piper-morgan/discovery-is-the-bottleneck-978f3ec50a57,2026-03-29,https://www.linkedin.com/pulse/when-discovery-bottleneck-christian-crumlish-hjbqc/,distributed,https://pipermorgan.ai/blog/discovery-is-the-bottleneck,/blog/discovery-is-the-bottleneck,discovery-bottleneck,2025-01-02,docs/public/comms/drafts/published/discovery-is-the-bottleneck.md,blog-first canonical publish,Person stands in a cozy well-stocked library holding unhelpful index cards labeled What can you do? while friendly abstract AI shapes hover nearby; useful books surround them but nothing guides them to the right one.,Where to begin?
"Four Voices, One Spec",building,published,2026-02-28,2026-02-28,2026-03-17,https://medium.com/building-piper-morgan/four-voices-one-spec-168e71571f6b,,,distributed,https://pipermorgan.ai/blog/four-voices-one-spec,/blog/four-voices-one-spec,ai-four-voices,,,,,
The Gate Closes,building,published,2026-03-01,2026-03-04,2026-03-19,https://medium.com/building-piper-morgan/the-gate-closes-aa4e05a6a162,,,,https://pipermorgan.ai/blog/the-gate-closes,/blog/the-gate-closes,,,,,,
Silent Failures,insight,published,2026-03-03,2026-03-08,2026-04-04,https://medium.com/building-piper-morgan/silent-failures-4c6dd5809edc,2026-04-04,https://www.linkedin.com/pulse/silent-failures-christian-crumlish-m4ojc/,distributed,https://pipermorgan.ai/blog/silent-failures,/blog/silent-failures,ai-departures,3/3/2026,docs/public/comms/drafts/published/silent-failures-insight.md,March insight backlog,Airport departures board shows all flights on time while outside planes are visibly broken and patched up.,What could possibly go wrong?
From Protocol to Infrastructure,insight,published,2026-02-25,2026-05-12,2026-05-17,https://medium.com/building-piper-morgan/from-protocol-to-infrastructure-19010804b18c,2026-05-17,https://www.linkedin.com/pulse/from-protocol-infrastructure-christian-crumlish-m93ec/,distributed,https://pipermorgan.ai/blog/from-protocol-to-infrastructure/,/blog/from-protocol-to-infrastructure,,,,,"A weary nonhuman gardener manually watering struggling plants amid reminder signs labeled with protocols, contrasted with the same gardener relaxing in a peaceful automated garden thriving under drip irrigation infrastructure.","""This feels more natural!"""
The Mismatch Category,insight,published,2026-03-03,2026-03-08,2026-04-05,https://medium.com/building-piper-morgan/the-mismatch-category-e48124711d0f,2026-04-05,https://www.linkedin.com/pulse/mismatch-category-christian-crumlish-nx0dc/,distributed,https://pipermorgan.ai/blog/the-mismatch-category,/blog/the-mismatch-category,ai-handshake,3/3/2026,docs/public/comms/drafts/published/mismatch-category-insight.md,March insight backlog,Two AI figures attempt greetings—one offers a handshake the other a fist bump—while a human observes their near miss.,I see the problem!
The Deliberate Pause,building,published,2026-03-05,2026-03-10,2026-03-22,https://medium.com/building-piper-morgan/the-deliberate-pause-49ed7c1cd909,2026-03-22,https://www.linkedin.com/pulse/deliberate-pause-christian-crumlish-n5w2c/,distributed,https://pipermorgan.ai/blog/the-deliberate-pause,/blog/the-deliberate-pause,,,,,,
We Built a Multi-Agent Chat Interface This Weekend,building,published,2026-03-08,,2026-03-09,https://medium.com/building-piper-morgan/we-built-a-multi-agent-chat-interface-this-weekend-ef956428e072,,,,https://pipermorgan.ai/blog/we-built-a-multi-agent-chat,/blog/we-built-a-multi-agent-chat,klatch-screenshot,3/8/2026,,"Klatch pulls all your Claude chats into one interface, no matter where they originated.",All your Claude chats in one place.,
The 81% Session,building,published,2026-03-12,2026-03-12,2026-03-24,https://medium.com/building-piper-morgan/the-81-session-b851acd09a2e,,,,https://pipermorgan.ai/blog/the-81-session,/blog/the-81-session,,,docs/public/comms/drafts/superseded/draft-81-percent-session-v1.md,,,
Permission to Pause,insight,published,2026-03-13,,2026-06-07,https://medium.com/building-piper-morgan/permission-to-pause-0580afe20acb,2026-06-07,https://www.linkedin.com/pulse/permission-pause-christian-crumlish-eyqzc/,distributed,https://pipermorgan.ai/blog/permission-to-pause,/blog/permission-to-pause,,,docs/public/comms/drafts/published/permission-to-pause.md,"Reframed + renamed 2026-06-05: draft H1 was still 'The Deliberate Pause' (doppelganger with the published Mar-22 narrative of that name) — retitled to Permission to Pause, foregrounded the permission/earned-trust angle, added a clause distinguishing the decision-pause from the narrative's rest-pause, refreshed stale footer (now teases Where Would the Data Come From, Jun 9), fixed load-bearing. Distinct from the narrative: decision-pauses (audit cadence / Colleague-Test-v2 hold / M1 holds) + earned-trust thesis vs the narrative's Mar-6 rest-story. NEEDS PM voice-pass on 2 placeholders (ADD PERSONAL ANECDOTE + CONSIDER) before Jun 7.",,
"Ten Roles, One Day",building,published,2026-03-13,,2026-03-26,https://medium.com/building-piper-morgan/ten-roles-one-day-aeeaf8f75d98,,,,https://pipermorgan.ai/blog/ten-roles-one-day,/blog/ten-roles-one-day,,,docs/public/comms/drafts/superseded/draft-ten-roles-one-day.md,,,
Weekly Ship #035: Pour the Floor,ship,published,2026-03-13,2026-03-19,2026-03-25,,2026-03-25,https://www.linkedin.com/pulse/weekly-ship-035-pour-floor-christian-crumlish-tmm1c/,,,,piper-ship,,docs/public/comms/drafts/superseded/weekly-ship-035-draft.md,LinkedIn newsletter,,
Weekly Ship #036: Approaching the Gate,ship,published,2026-03-20,2026-03-31,2026-04-01,,2026-04-01,https://www.linkedin.com/pulse/weekly-ship-036-approaching-gate-christian-crumlish-gmhcc,,https://pipermorgan.ai/shipping-news/weekly-ship-036-approaching-gate,/shipping-news/weekly-ship-036-approaching-gate,piper-ship,,,LinkedIn newsletter — heading levels bumped,,
Wiring vs. Wizardry,insight,published,2026-03-13,,2026-03-30,https://medium.com/building-piper-morgan/wiring-vs-wizardry-f29671b088b7,2026-03-30,https://www.linkedin.com/pulse/wiring-vs-wizardry-christian-crumlish-3nsac/,distributed,https://pipermorgan.ai/blog/wiring-vs-wizardry,/blog/wiring-vs-wizardry,,,,blog-first canonical publish,Wizard ninja and sage struggle to fix a malfunctioning control panel while a crouching mechanic simply plugs in a loose cable restoring everything to normal.,"""None of that razzmatazz"""
Are We Doing It Backwards?,building,published,2026-03-14,,2026-03-31,https://medium.com/building-piper-morgan/are-we-doing-it-backwards-abb0dc2d0d80,,,,https://pipermorgan.ai/blog/are-we-doing-it-backwards,/blog/are-we-doing-it-backwards,ai-backwards,3/14/2026,docs/public/comms/drafts/published/are-we-doing-it-backwards.md,narrative act 2 (Mar 13-22 arc) — blog-first canonical publish,People struggle to reach an AI on the ceiling amid tangled machinery while others stand easily on a glowing AI floor in a calm open space nearby.,Does something seem off to you?
The Floor That Wasn't,building,published,2026-03-15,2026-03-16,2026-04-02,https://medium.com/building-piper-morgan/the-floor-that-wasnt-021ded823bdb,,,distributed,https://pipermorgan.ai/blog/the-floor-that-wasnt,/blog/the-floor-that-wasnt,ai-umbrella,3/15/2026,docs/public/comms/drafts/published/the-floor-that-wasnt.md,narrative act 3 (Mar 13-22 arc),A person stands in the rain getting soaked while a nearby umbrella is open but not covering them as abstract figures proudly present it.,Dry as a bone
Fixing the Foundation,building,published,2026-03-17,2026-03-18,2026-04-07,https://medium.com/building-piper-morgan/fixing-the-foundation-44e557c17e2a,,,distributed,https://pipermorgan.ai/blog/fixing-the-foundation,/blog/fixing-the-foundation,ai-set,3/17/2026,docs/public/comms/drafts/published/fixing-the-foundation.md,narrative act 4 (Mar 13-22 arc),A presenter stands ready under a spotlight while small AI helpers hurriedly clean up messy mislabeled props and backdrops behind the scenes.,The show must go on!
Nine Voices,building,published,2026-03-19,,2026-04-09,https://medium.com/building-piper-morgan/nine-voices-581c7158023e,,,distributed,https://pipermorgan.ai/blog/nine-voices,/blog/nine-voices,ai-kitchen,3/19/2026,docs/public/comms/drafts/published/nine-voices.md,narrative act 5 (Mar 13-22 arc),A restaurant kitchen where multiple cooks seamlessly pass a single dish along in perfect coordination while a surprised chef watches.,Bon appetit!
The Closing Sprint,building,published,2026-03-20,2026-03-22,2026-04-14,https://medium.com/building-piper-morgan/the-closing-sprint-72365b7995ca,,,,https://pipermorgan.ai/blog/the-closing-sprint/,/blog/the-closing-sprint,,,,narrative act 6 (Mar 13-22 arc),A runner crosses a finish line on a newly solid track while ghostly alternate paths converge behind them guided by glowing translucent AI companions assembling the final pieces in midair.,Almost there!
Extension Without Integration,insight,published,2026-03-13,2026-03-20,2026-06-21,https://mediajunkie.medium.com/8921d917f37f,,https://www.linkedin.com/pulse/extension-without-integration-christian-crumlish-9e3ac/,,https://pipermorgan.ai/blog/extension-without-integration,/blog/extension-without-integration,ai-valets,,docs/public/comms/drafts/extension-without-integration.md,March insight backlog,,
The No-Anchoring Roundtable,insight,published,2026-03-14,,2026-04-11,https://medium.com/building-piper-morgan/the-no-anchoring-roundtable-35c6e4f53a9d,2026-04-11,https://www.linkedin.com/pulse/no-anchoring-roundtable-christian-crumlish-7kw0c/,distributed,https://pipermorgan.ai/blog/the-no-anchoring-roundtable,/blog/the-no-anchoring-roundtable,ai-roundtable,3/14/2026,docs/public/comms/drafts/published/no-anchoring-roundtable.md,March insight backlog,Human and four glowing AI agents sit at a round table each writing independently behind small dividers unable to see each other's answers.,No peeking!
Friction-Focused Feedback,insight,published,2026-03-13,2026-03-20,2026-05-03,https://medium.com/building-piper-morgan/friction-focused-feedback-1d0f9d2c9668,2026-05-03,https://www.linkedin.com/pulse/friction-focused-feedback-christian-crumlish-790cc/,distributed,https://pipermorgan.ai/blog/friction-focused-feedback,/blog/friction-focused-feedback,,,,March insight backlog,Hand-drawn cartoon of small agents sending gear ideas through a narrowing filter into a strained central machine; complex add-ons jam it while simple parts pass through and make the gears run smoothly.,"Now, don't all shout at once!"
Sibling Intelligence,insight,published,2026-03-19,2026-03-21,2026-04-19,https://medium.com/building-piper-morgan/sibling-intelligence-b891595f358a,2026-04-19,https://www.linkedin.com/pulse/sibling-intelligence-christian-crumlish-m7t0c/,distributed,https://pipermorgan.ai/blog/sibling-intelligence,/blog/sibling-intelligence,ai-detector,,docs/public/comms/drafts/published/sibling-intelligence.md,insight — cross-pollination sweep between Piper and Klatch,"A hand-drawn cartoon of a person sweeping a metal detector across a beach scattered with small objects like papers, gears, and abstract shapes. Most items remain dull and half-buried, but a few glow softly as the detector passes over them. The person kneels to collect only the glowing items into a small pouch, leaving the rest behind.","""Solid gold!"""
When Your AI Makes Things Up,insight,published,2026-02-01,2026-02-28,2026-06-01,https://medium.com/building-piper-morgan/when-your-ai-makes-things-up-e78935d62218,2026-06-01,https://www.linkedin.com/pulse/when-your-ai-makes-things-up-christian-crumlish-jteyc/,distributed,https://pipermorgan.ai/blog/when-your-ai-makes-things-up/,/blog/when-your-ai-makes-things-up,ai-paint,,docs/public/comms/drafts/draft-insight-when-your-ai-makes-things-up.md,February insight backlog — confabulation vs hallucination,"A glowing AI mixes “Verified Fact,” “Plausible Inference,” and “Complete Fabrication” into a bucket labeled “Blog Post” as a human fact-checker watches.",“I don’t think that’s right!”
The Drift You Don't Notice,insight,published,2026-02-01,2026-02-28,2026-05-02,https://medium.com/building-piper-morgan/the-drift-you-dont-notice-d59c6bbafd2a,2026-05-02,https://www.linkedin.com/pulse/drift-you-dont-notice-christian-crumlish-9pafc/,distributed,https://pipermorgan.ai/blog/the-drift-you-dont-notice,/blog/the-drift-you-dont-notice,,,,February insight backlog — methodology erosion through imitation,A ghostlike clerk feeds ‘yesterday’s’ page into a copier while a nearby ‘Original Spec’ sits unused as the output copies become progressively faded and warped; a supervisor watches realizing the issue.,Just as good as the original!
